category,ticker,name
生技醫療,6550.TW,北極星藥業-KY
半導體業,6552.TW,易華電
其他電子,6558.TW,興能高
半導體業,6573.TW,虹揚-KY
電腦及週邊,6579.TW,研揚
未分類 (35),6581.TW,鋼聯
橡膠工業,6582.TW,申豐
其他類,6585.TW,鼎基
生技醫療,6589.TW,台康生技
電腦及週邊,6591.TW,動力-KY
其他類,6592.TW,和潤企業
生技醫療,6598.TW,ABC-KY
汽車工業,6605.TW,帝寶
電機機械,6606.TW,建德工業
未分類 (36),6614.TW,資拓宏宇
其他類,6625.TW,必應
未分類 (35),6641.TW,基士德-KY
生技醫療,6645.TW,金萬林-創
其他類,6655.TW,科定
生技醫療,6657.TW,華安
其他電子,6658.TW,聯策
生技醫療,6666.TW,羅麗芬-KY
光電業,6668.TW,中揚光
電腦及週邊,6669.TW,緯穎
未分類 (37),6670.TW,復盛應用
未分類 (38),6671.TW,三能-KY
電子零組件,6672.TW,騰輝電子-KY
通信網路,6674.TW,鋐寶科技
未分類 (36),6689.TW,伊雲谷
其他電子,6691.TW,洋基工程
半導體業,6695.TW,芯鼎
其他電子,6698.TW,旭暉應材
光電業,6706.TW,惠特
電子零組件,6715.TW,嘉基
半導體業,6719.TW,力智
其他電子,6722.TW,輝創
光電業,6742.TW,澤米
其他電子,6743.TW,安普新
航運業,6753.TW,龍德造船
未分類 (38),6754.TW,匯僑設計
半導體業,6756.TW,威鋒電子
航運業,6757.TW,台灣虎航
未分類 (37),6768.TW,志強-KY
半導體業,6770.TW,力積電
未分類 (35),6771.TW,平和環保-創
電子通路,6776.TW,展碁國際
電子零組件,6781.TW,AES-KY
生技醫療,6782.TW,視陽
半導體業,6789.TW,采鈺
造紙工業,6790.TW,永豐實
通信網路,6792.TW,詠業
生技醫療,6794.TW,向榮生技
生技醫療,6796.TW,晉弘
半導體業,6799.TW,來頡
電子零組件,6805.TW,富世達
未分類 (35),6806.TW,森崴能源
未分類 (38),6807.TW,峰源-KY
其他電子,6830.TW,汎銓
電腦及週邊,6831.TW,邁科
電子零組件,6834.TW,天二科技
電子零組件,6835.TW,圓裕
生技醫療,6838.TW,台新藥
半導體業,6854.TW,錼創科技-KY創
生技醫療,6861.TW,睿生光電
電子零組件,6862.TW,三集瑞-KY
通信網路,6863.TW,永道-KY
未分類 (35),6869.TW,雲豹能源
未分類 (35),6873.TW,泓德能源
生技醫療,6885.TW,全福生技
未分類 (35),6887.TW,寶綠特-KY
未分類 (37),6890.TW,來億-KY
其他類,6901.TW,鑽石投資
未分類 (36),6902.TW,GOGOLOOK
未分類 (36),6906.TW,現觀科
電子通路,6908.TW,宏碁遊戲-創
半導體業,6909.TW,創控
其他類,6914.TW,阜爾運通
光電業,6916.TW,華凌
生技醫療,6918.TW,愛派司
生技醫療,6919.TW,康霈*
半導體業,6921.TW,嘉雨思-創
未分類 (35),6923.TW,中台
電子零組件,6924.TW,榮惠-KY創
電腦及週邊,6928.TW,攸泰科技
生技醫療,6931.TW,青松健康
電腦及週邊,6933.TW,AMAX-KY
生技醫療,6934.TW,心誠鎂
生技醫療,6936.TW,永鴻生技
半導體業,6937.TW,天虹
未分類 (35),6944.TW,兆聯實業
生技醫療,6949.TW,沛爾生醫-創
未分類 (35),6951.TW,青新-創
其他類,6952.TW,大武山
生技醫療,6955.TW,邦睿生技-創
其他類,6957.TW,裕慶-KY
其他類,6958.TW,日盛台駿
半導體業,6962.TW,奕力-KY
未分類 (37),6965.TW,中傑-KY
未分類 (35),6969.TW,成信實業*-創
汽車工業,6988.TW,威力暘-創
未分類 (35),6994.TW,富威電力
未分類 (35),7610.TW,聯友金屬-創
其他電子,7631.TW,聚賢研發-創
觀光餐旅,7705.TW,三商餐飲
電腦及週邊,7711.TW,永擎
未分類 (36),7721.TW,微程式
未分類 (36),7722.TW,LINEPAY
半導體業,7730.TW,暉盛-創
汽車工業,7732.TW,金興精密
汽車工業,7736.TW,虎山
未分類 (35),7740.TW,熙特爾-創
半導體業,7749.TW,意騰-KY
電機機械,7750.TW,新代
未分類 (36),7765.TW,中華資安
半導體業,7769.TW,鴻勁
食品工業,7780.TW,大研生醫*
未分類 (35),7786.TW,東方風能
電子零組件,7788.TW,松川精密
食品工業,7791.TW,皇家可口
電子零組件,7795.TW,長廣
生技醫療,7799.TW,禾榮科
汽車工業,7821.TW,神數
半導體業,7822.TW,倍利科
未分類 (36),7823.TW,奧義賽博-KY創
通信網路,8011.TW,台通
半導體業,8016.TW,矽創
其他電子,8021.TW,尖點
半導體業,8028.TW,昇陽半導體
其他類,8033.TW,雷虎
電子零組件,8039.TW,台虹
通信網路,8045.TW,達運光電
電子零組件,8046.TW,南電
電子通路,8070.TW,長華*
電子通路,8072.TW,陞泰
半導體業,8081.TW,致新
通信網路,8101.TW,華冠
電子零組件,8103.TW,瀚荃
光電業,8104.TW,錸寶
光電業,8105.TW,凌巨
半導體業,8110.TW,華東
電子通路,8112.TW,至上
電腦及週邊,8114.TW,振樺電
半導體業,8131.TW,福懋科
半導體業,8150.TW,南茂
半導體業,8162.TW,微矽電子-創
電腦及週邊,8163.TW,達方
其他電子,8201.TW,無敵
電腦及週邊,8210.TW,勤誠
電子零組件,8213.TW,志超
光電業,8215.TW,明基材
電機機械,8222.TW,寶一
電子零組件,8249.TW,菱光
半導體業,8261.TW,富鼎
半導體業,8271.TW,宇瞻
未分類 (35),8341.TW,日友
航運業,8367.TW,建新國際
電機機械,8374.TW,羅昇
其他類,8404.TW,百和興業-KY
其他類,8411.TW,福貞-KY
未分類 (35),8422.TW,可寧衛*
貿易百貨,8429.TW,金麗-KY
未分類 (35),8438.TW,昶昕
其他類,8442.TW,威宏-KY
貿易百貨,8443.TW,阿瘦
未分類 (36),8454.TW,富邦媒
未分類 (37),8462.TW,柏文
其他類,8463.TW,潤泰材
未分類 (38),8464.TW,億豐
其他類,8466.TW,美吉吉-KY
未分類 (37),8467.TW,波力-KY
未分類 (35),8473.TW,山林水
未分類 (35),8476.TW,台境*
未分類 (37),8478.TW,東哥遊艇
其他類,8481.TW,政伸
未分類 (38),8482.TW,商億-KY
未分類 (36),8487.TW,愛爾達-創
其他類,8488.TW,吉源-KY
其他電子,8499.TW,鼎炫-KY
油電燃氣,8926.TW,台汽電
觀光餐旅,8940.TW,新天地
電機機械,8996.TW,高力
未分類 (91),9103.TW,美德醫療-DR
未分類 (91),9105.TW,泰金寶-DR
未分類 (91),9110.TW,越南控-DR
未分類 (91),9136.TW,巨騰-DR
未分類 (37),9802.TW,鈺齊-KY
其他類,9902.TW,台火
未分類 (37),9904.TW,寶成
其他類,9905.TW,大華
建材營造,9906.TW,欣巴巴
其他類,9907.TW,統一實
油電燃氣,9908.TW,大台北
未分類 (37),9910.TW,豐泰
未分類 (38),9911.TW,櫻花
電腦及週邊,9912.TW,偉聯
未分類 (37),9914.TW,美利達
其他類,9917.TW,中保科
油電燃氣,9918.TW,欣天然
其他類,9919.TW,康那香
未分類 (37),9921.TW,巨大
未分類 (38),9924.TW,福興
其他類,9925.TW,新保
油電燃氣,9926.TW,新海
其他類,9927.TW,泰銘
其他類,9928.TW,中視
其他類,9929.TW,秋雨
未分類 (35),9930.TW,中聯資源
油電燃氣,9931.TW,欣高
其他類,9933.TW,中鼎
未分類 (38),9934.TW,成霖
未分類 (38),9935.TW,慶豐富
油電燃氣,9937.TW,全國
其他類,9938.TW,百和
其他類,9939.TW,宏全
其他類,9940.TW,信義
其他類,9941.TW,裕融
其他類,9942.TW,茂順
觀光餐旅,9943.TW,好樂迪
其他類,9944.TW,新麗
其他類,9945.TW,潤泰新
建材營造,9946.TW,三發地產
未分類 (35),9955.TW,佳龍
鋼鐵工業,9958.TW,世紀鋼
